序号,招聘信息ID,企业名称,企业类型,招聘岗位,薪资范围,招募类型,期望学历,工作年数,招募人数,岗位类型,技能需求,公司地址,工作福利
943,	1482192989357998081,广州图匠数据科技有限公司,['互联网'],数据应用产品经理,"[15000, 30000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
944,	1482192989357998080,广州威尔森信息科技有限公司,['互联网'],高级数据分析师,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
945,	1482192989353803800,广州威尔森信息科技有限公司,['互联网'],数据分析师,"[5000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
946,	1482192989353803799,广州威尔森信息科技有限公司,['互联网'],数据分析师（需驻场南沙）,"[7000, 12000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
947,	1482192989353803798,广州威尔森信息科技有限公司,['互联网'],高级数据分析师,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
948,	1482192989353803797,广州威尔森信息科技有限公司,['互联网'],数据分析师,"[5000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
949,	1482192989353803796,广州威尔森信息科技有限公司,['互联网'],数据分析师（需驻场南沙）,"[7000, 12000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
950,	1482192989353803795,广州威尔森信息科技有限公司,['互联网'],项目经理（数据类产品）,"[15000, 25000]",全职,大专,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
951,	1482192989353803794,广州威尔森信息科技有限公司,['互联网'],产品经理（数据产品）,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
952,	1482192989353803793,广州威尔森信息科技有限公司,['互联网'],数据产品经理,"[18000, 35000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
953,	1482192989353803792,广州威尔森信息科技有限公司,['互联网'],数据产品经理（渠道/经销商）,"[20000, 40000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
954,	1482192989353803791,广州微革网络科技有限公司,['互联网'],高级数据分析师,"[20000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
955,	1482192989353803790,广州微革网络科技有限公司,['互联网'],高级数据分析师,"[20000, 30000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
956,	1482192989353803789,广州薇美姿实业有限公司,['互联网'],数据分析专员,"[6000, 8000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
957,	1482192989353803788,广州无卡数据技术股份有限公司,['互联网'],产品经理,"[8000, 10000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
958,	1482192989353803787,广州无卡数据技术股份有限公司,['互联网'],产品经理,"[8000, 10000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
959,	1482192989353803786,广州无卡数据技术股份有限公司,['互联网'],产品经理,"[10000, 15000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
960,	1482192989353803785,广州无添加主义化妆品有限公司,['互联网'],数据分析师（电商护肤品+CBD猎德地铁站）,"[10000, 15000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
961,	1482192989353803784,广州无添加主义化妆品有限公司,['互联网'],高级数据分析师/数据分析经理,"[20000, 35000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
962,	1482192989353803783,广州无添加主义化妆品有限公司,['互联网'],数据分析师（电商护肤品+CBD猎德地铁站）,"[10000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
963,	1482192989353803782,广州无添加主义化妆品有限公司,['互联网'],高级数据分析师/数据分析经理,"[20000, 35000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
964,	1482192989353803781,广州希音供应链管理有限公司,['互联网'],人力数据分析师,"[15000, 25000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
965,	1482192989353803780,广州希音供应链管理有限公司,['互联网'],高级数据分析师,"[10000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
966,	1482192989353803779,广州希音供应链管理有限公司,['互联网'],人力数据分析师,"[15000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
967,	1482192989353803778,广州希音供应链管理有限公司,['互联网'],高级数据分析师,"[10000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
968,	1482192989353803777,广州细刻网络科技有限公司,['互联网'],数据治理工程师（跨境电商）,"[20000, 35000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
969,	1482192989353803776,广州细刻网络科技有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
970,	1482192989349609479,广州细刻网络科技有限公司,['互联网'],数据分析师(MJ000889),"[15000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
971,	1482192989349609478,广州细刻网络科技有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
972,	1482192989349609477,广州细刻网络科技有限公司,['互联网'],数据分析师(MJ000889),"[15000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
973,	1482192989349609476,广州细刻网络科技有限公司,['互联网'],数据产品经理,"[20000, 40000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
974,	1482192989349609475,广州细刻网络科技有限公司,['互联网'],数据产品经理,"[20000, 35000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
975,	1482192989349609474,广州小迈网络科技有限公司,['互联网'],数据产品高级经理,"[25000, 50000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
976,	1482192989349609473,广州小迈网络科技有限公司,['互联网'],数据产品经理,"[10000, 20000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
977,	1482192989349609472,广州小迈网络科技有限公司,['互联网'],数据产品经理(MJ000035),"[15000, 35000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
978,	1482192956965388313,广州天鹏计算机科技有限公司,['互联网'],临床数据分析专员,"[10000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
979,	1482192956965388312,广州天鹏计算机科技有限公司,['互联网'],数据分析师,"[10000, 18000]",全职,硕士,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
980,	1482192956965388311,广州天鹏计算机科技有限公司,['互联网'],生物信息数据分析员,"[10000, 15000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
981,	1482192956965388310,广州天鹏计算机科技有限公司,['互联网'],数据分析师,"[10000, 18000]",全职,硕士,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
982,	1482192956965388309,广州天鹏计算机科技有限公司,['互联网'],产品经理（医疗大数据）,"[15000, 25000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
983,	1482192956965388308,广州天维信息技术股份有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
984,	1482192956965388307,广州天维信息技术股份有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
985,	1482192956965388306,广州天维信息技术股份有限公司,['互联网'],产品经理（数据类）,"[20000, 30000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
986,	1482192956965388305,广州图匠数据科技有限公司,['互联网'],数据平台产品经理,"[15000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
987,	1482192956965388304,广州图匠数据科技有限公司,['互联网'],数据应用产品经理,"[15000, 30000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
988,	1482192956965388303,广州威尔森信息科技有限公司,['互联网'],高级数据分析师,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
989,	1482192956965388302,广州威尔森信息科技有限公司,['互联网'],数据分析师,"[5000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
990,	1482192956965388301,广州威尔森信息科技有限公司,['互联网'],数据分析师（需驻场南沙）,"[7000, 12000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
991,	1482192956965388300,广州威尔森信息科技有限公司,['互联网'],高级数据分析师,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
992,	1482192956965388299,广州威尔森信息科技有限公司,['互联网'],数据分析师,"[5000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
993,	1482192956965388298,广州威尔森信息科技有限公司,['互联网'],数据分析师（需驻场南沙）,"[7000, 12000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
994,	1482192956965388297,广州威尔森信息科技有限公司,['互联网'],项目经理（数据类产品）,"[15000, 25000]",全职,大专,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
995,	1482192956965388296,广州威尔森信息科技有限公司,['互联网'],产品经理（数据产品）,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
996,	1482192956965388295,广州威尔森信息科技有限公司,['互联网'],数据产品经理,"[18000, 35000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
997,	1482192956965388294,广州威尔森信息科技有限公司,['互联网'],数据产品经理（渠道/经销商）,"[20000, 40000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
998,	1482192956965388293,广州微革网络科技有限公司,['互联网'],高级数据分析师,"[20000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
999,	1482192956965388292,广州微革网络科技有限公司,['互联网'],高级数据分析师,"[20000, 30000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1000,	1482192956965388291,广州薇美姿实业有限公司,['互联网'],数据分析专员,"[6000, 8000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1001,	1482192956965388290,广州无卡数据技术股份有限公司,['互联网'],产品经理,"[8000, 10000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1002,	1482192956965388289,广州无卡数据技术股份有限公司,['互联网'],产品经理,"[8000, 10000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1003,	1482192956965388288,广州无卡数据技术股份有限公司,['互联网'],产品经理,"[10000, 15000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1004,	1482192956961194001,广州无添加主义化妆品有限公司,['互联网'],数据分析师（电商护肤品+CBD猎德地铁站）,"[10000, 15000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1005,	1482192956961194000,广州无添加主义化妆品有限公司,['互联网'],高级数据分析师/数据分析经理,"[20000, 35000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1006,	1482192956961193999,广州无添加主义化妆品有限公司,['互联网'],数据分析师（电商护肤品+CBD猎德地铁站）,"[10000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
